host_id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,location_cluster,naming_cluster,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_encoded
5423329,1.38575,103.87274,2,16,0.51,2,54,6,0,False,True,False,91.31111111111112
135164148,1.38404,103.90137,30,0,0.0,2,300,6,4,False,True,False,82.68
50620005,1.40173,103.89296,1,0,0.0,1,0,6,1,True,False,False,86.95454545454545
38980224,1.39037,103.83532,3,59,1.2,1,0,5,1,True,False,False,117.26315789473684
9410772,1.39095,103.84676,24,0,0.0,1,365,5,0,True,False,False,117.26315789473684
49409188,1.3729,103.87469,30,0,0.0,2,365,6,1,False,True,False,91.31111111111112
28715996,1.41061,103.90128,1,2,0.04,1,0,6,3,True,False,False,86.95454545454545
40078728,1.36076,103.8835,30,52,3.56,1,268,6,3,False,True,False,141.26923076923077
52300367,1.38068,103.89772,30,3,0.08,2,0,6,4,False,True,False,82.68
106870597,1.36114,103.87413,5,0,0.0,1,0,6,4,False,True,False,141.26923076923077
278174936,1.40155,103.90629,2,0,0.0,1,142,6,2,False,False,True,86.95454545454545
186398433,1.39085,103.90747,2,40,2.5,1,0,6,2,False,True,False,82.68
239938883,1.37599,103.90427,3,0,0.0,1,87,6,0,False,True,False,141.26923076923077
98735640,1.34628,103.88339,2,35,1.11,1,0,7,4,False,True,False,141.26923076923077
6157422,1.36867,103.89905,4,7,0.12,2,334,6,4,False,True,False,141.26923076923077
9253787,1.34995,103.8613,30,2,0.07,1,144,3,1,True,False,False,91.31111111111112
10303863,1.35626,103.89191,22,0,0.0,1,83,6,0,False,True,False,141.26923076923077
2221494,1.3636,103.87933,30,44,1.16,2,179,6,4,False,True,False,141.26923076923077
1439258,1.36646,103.89019,30,0,0.0,32,271,6,4,False,True,False,141.26923076923077
25422497,1.35128,103.88111,30,4,0.13,7,365,6,2,False,True,False,141.26923076923077
32924395,1.36376,103.87509,1,7,0.23,1,90,6,1,False,True,False,141.26923076923077
204895182,1.37275,103.85825,1,1,0.17,1,358,3,4,False,False,True,117.26315789473684
138729141,1.35562,103.8848,2,1,0.04,2,0,6,0,False,True,False,141.26923076923077
17364350,1.36737,103.87591,30,0,0.0,1,3,6,0,True,False,False,141.26923076923077
4602014,1.36775,103.89855,30,10,0.12,3,268,6,4,False,True,False,141.26923076923077
25422497,1.35149,103.88039,18,4,0.13,7,251,6,3,False,True,False,141.26923076923077
38043100,1.38496,103.84138,5,5,0.1,1,239,5,0,True,False,False,117.26315789473684
112957276,1.3852,103.83916,3,2,0.19,1,0,5,4,True,False,False,117.26315789473684
254527798,1.38985,103.89887,1,0,0.0,1,362,6,4,False,False,True,82.68
160832687,1.35492,103.88209,1,1,0.06,2,0,6,0,False,True,False,141.26923076923077
31045157,1.38191,103.89163,30,10,0.32,1,350,6,3,True,False,False,82.68
14613568,1.39444,103.9022,3,57,2.0,3,285,6,4,False,True,False,82.68
12747655,1.37358,103.87737,1,0,0.0,1,0,6,1,False,True,False,141.26923076923077
25422497,1.34954,103.88052,30,2,0.08,7,174,7,0,False,True,False,141.26923076923077
262740098,1.38318,103.89657,15,0,0.0,1,88,6,2,False,True,False,82.68
287739845,1.38759,103.85524,1,0,0.0,3,159,6,4,False,True,False,117.26315789473684
169209773,1.34707,103.87935,15,1,0.1,1,0,7,4,True,False,False,91.31111111111112
1542902,1.40724,103.89814,1,0,0.0,1,0,6,1,True,False,False,86.95454545454545
287166215,1.41611,103.89996,1,0,0.0,1,329,6,2,True,False,False,86.95454545454545
214191750,1.36846,103.85825,3,0,0.0,1,365,3,0,False,True,False,117.26315789473684
47529686,1.34664,103.8825,15,0,0.0,2,0,7,4,False,True,False,141.26923076923077
271051581,1.39456,103.87461,2,4,3.64,2,126,6,4,False,True,False,82.68
21386653,1.37058,103.89861,1,11,0.29,1,90,6,2,False,True,False,141.26923076923077
59498,1.37326,103.82962,2,18,0.3,3,358,3,0,False,True,False,117.26315789473684
21230832,1.37505,103.82909,30,0,0.0,1,358,3,4,True,False,False,117.26315789473684
10823332,1.36002,103.88036,30,1,1.0,2,363,6,4,False,True,False,141.26923076923077
29295816,1.36515,103.87495,2,7,0.16,5,363,6,4,False,True,False,141.26923076923077
5423329,1.38583,103.87216,2,21,0.69,2,0,6,2,False,True,False,91.31111111111112
68517554,1.38553,103.84294,1,0,0.0,2,0,5,2,True,False,False,117.26315789473684
51465062,1.36453,103.84796,1,10,1.35,1,165,3,4,False,True,False,117.26315789473684
259365784,1.38583,103.89475,1,5,3.66,1,85,6,0,True,False,False,82.68
33151277,1.3761,103.82872,30,1,0.04,1,365,3,4,False,True,False,117.26315789473684
209835780,1.37227,103.84156,1,0,0.0,3,0,3,4,False,True,False,117.26315789473684
4422603,1.36103,103.88356,1,9,0.15,1,364,6,3,False,True,False,141.26923076923077
65974072,1.38246,103.89146,30,0,0.0,1,365,6,3,True,False,False,82.68
24396553,1.37592,103.83296,30,0,0.0,3,276,3,4,False,True,False,117.26315789473684
11112455,1.37359,103.84643,3,51,2.21,1,143,3,2,True,False,False,117.26315789473684
4375744,1.36827,103.89796,3,2,0.1,1,0,6,4,False,True,False,141.26923076923077
5543946,1.34405,103.88096,30,4,0.2,1,0,7,4,False,True,False,91.31111111111112
20712244,1.38777,103.89649,2,0,0.0,1,88,6,4,False,False,True,82.68
28895367,1.38993,103.88019,30,13,0.3,1,364,6,1,True,False,False,82.68
95539967,1.35148,103.88075,30,1,0.03,3,365,6,3,False,True,False,141.26923076923077
45798265,1.39021,103.85452,1,0,0.0,1,365,5,0,False,True,False,117.26315789473684
72997363,1.34547,103.87799,3,36,3.35,1,94,7,0,True,False,False,91.31111111111112
17916952,1.36719,103.89234,10,2,0.04,2,89,6,3,False,True,False,141.26923076923077
35833085,1.37877,103.8895,30,0,0.0,1,365,6,1,True,False,False,141.26923076923077
45345724,1.35398,103.87781,1,0,0.0,1,0,6,4,False,True,False,91.31111111111112
47393412,1.35382,103.86784,2,28,0.64,1,0,3,0,False,True,False,91.31111111111112
4602014,1.36764,103.90228,30,60,0.78,3,225,6,4,False,True,False,141.26923076923077
150518671,1.35274,103.86147,5,12,1.02,1,133,3,1,False,True,False,91.31111111111112
14613568,1.39581,103.90202,2,41,1.49,3,0,6,4,False,True,False,82.68
54324125,1.39583,103.84859,30,0,0.0,5,364,5,4,False,True,False,117.26315789473684
24396553,1.37785,103.83134,30,0,0.0,3,213,3,4,False,True,False,117.26315789473684
17210305,1.37664,103.85238,1,0,0.0,1,0,3,4,False,True,False,117.26315789473684
45265769,1.40585,103.89569,7,5,0.18,2,357,6,1,False,True,False,86.95454545454545
52897090,1.37417,103.90431,30,1,0.23,5,303,6,1,True,False,False,141.26923076923077
